PM ID,Match Class,Notes,Lookup Sentence,Top Yielded Sentence,score,Character length
340404,Very similar,,protocol and procedures for lock down by who,who lockdown protocol,0.83055,44
341993,Very similar,,"plz check what is this and how is this disturbing video is on social media
thanks",is this video real or edited please check this is come to me through social media,0.83049,81
341991,Somewhat similar,,someone send a video on what’s app regarding corona virus i don’t think its a real its might be a  fake video and its increase the panic in the people,"can you please check the athunticity of this video
creating panic in groups
thanks
sorry not video the voice clip",0.83049,150
344622,Not similar,,"this is request you to kindly spread the word that fullinfaws college (off bannerghatta road, landmark dlf newtown, akshayanagar) is opened to all migrant workers/daily wage workers and anyone who needs shelter during this pandemic.

we are capable of providing shelter, food, clothes, medicine for sick and poor, sanitary pads for women and milk for children for the *next 1 month atleast*  along  with water facilities and clean toilets.
keeping the social distancing norms we can comfortably accommodate 100 people.

kindly spread this word and let us do our bit to serve during the people during the pandemic.

for","nesco (bombay exhibition center ) goregaon east .
shelter for migrants and labours

10,000+ people rehabilition shelter is created in nesco with food .

request all if you find any labour or migrants who dont have shelter and food , you can suggest them temporary to shift to gate no 1, nesco , western express highway , next to hub mall , goregaon east .

official counter of government is set for registration .

above said message is true.

lets help the needy world .

regards
team nesco .

request everyone to kindly pass on this message (received by me) to the needy in this time of crisis. thanks.",0.83040,618
182985,Very similar,,hello sir / mudum,hello sir/mam 🙏,0.82988,17
361081,Not similar,,harassment done of hearing handicap person employee named santosh gangadharrao chandane compulsorily retired headmaster panchayat samiti partur district jalna state maharashtra by education department primary zp jalna and beo office partur district jalna state maharashtra. payment of mine from 19dec 2018 to 30april 2019 has not given to me upto yet one year passed. i have no pension now. it becomes very hard to maintain my family expenses and medicinal expenses. so please help full done to get my delayed salary and reveal injustice done by education department zp jalna state maharashtra.,"i,anil kumar, demad resignation of bihar chief  minister,he has ruined the whole education depatment, now govenment school student are merely slave or sudra of twenty first century not more than that,the only chief minister on the earth who spent 34300000000 rupees annualy on jati,coty,dharam andling and not a single paise on laghutam,mahatam and avedan ,so he is not    fit to his office",0.82980,594
309424,Not similar,,want to report fake news on coronavirus.,"there is an audio being circulating over whatsapp about coronavirus
this might turn disastrous",0.82967,40
319992,Not similar,,"ok send
please send forward",please reply me,0.82967,27
170361,Not similar,,"hello sir, this rahul",hi rohit sir,0.82943,21
336101,Not similar,,"hello display it on your chanel
hello display it on your chanel",please reply your chanel,0.82938,63
346518,Not similar,,"hello i would like to verify about this video
this video is been propagating in facebook saying muslim men beat up police in police station",sir.. i saw this video on facebook stating that this mosque has been attacked by group of people in  the current ryots happening in delhi..is this really happend in delhi.. or whether it is a fake one,0.82935,139
156142,Not similar,,i'm sorry i don't have a link,still i didn't get justice,0.82931,29
306052,Not similar,,msg. from pune.. in view of the cerfiew imposed,"hiii
this vedio from pune moshi gaon pimpari chinchavad",0.82881,47
347155,Not similar,,"i certainly look forward to your feedback whether, positive or negative, please",waiting it’s a great concept please check it and reply you like or not .,0.82859,79
142205,Somewhat similar,,please check the truth behind this video!,please check veracity of this video and the caption,0.82842,41
294933,Not similar,,"how about some good news?

-china has closed down its last coronavirus hospital. not enough new cases to support them.

- doctors in india have been successful in treating coronavirus. combination of drugs used: lopinavir, retonovir, oseltamivir along with chlorphenamine. they are going to suggest same medicine, globally.

- researchers of the erasmus medical center claim to have found an antibody against coronavirus.

- a 103-year-old chinese grandmother has made a full recovery from covid-19 after being treated for 6 days in wuhan, china.

- apple reopens all 42 china stores,

- cleveland clinic developed a covid-19 test that gives results in hours, not days.

- good","*can anybody verify that the post reproduced below is really written by dr karkhanis (kem)?*

my nephew, who is also a lung specialist now, graduated with a master's degree, and works in *shenzhen hospital, china.*  he is being transferred to study *wuhan pneumonia virus.*  he just called me and told me to tell all of my friends *not to worry much about corona virus* :
if you have a runny nose and sputum when you have a cold, you cannot be a patient of coronavirus pneumonia, because *coronavirus pneumonia is a dry cough without runny nose*. this is the",0.82837,677
338893,Somewhat similar,,can you please fact check the forwarded message that i received,please fact check this clip which is being forwarded and which i received,0.82792,63
309652,Not similar,,"china buys 30 % of the shares of companies in europe , didn’t get any links to support it .
so must be fake .
i have forwarded the above message to some of the fact checking websites, will reply if they respond","kindly  give  few  minutes  to  read  this  all..

did china played a big planned game to control the world. read this and share your comment.

scene 1
china becomes ill, enters a ""crisis"" and paralyzes its trade.

scene ii
the chinese currency is devalued.  they do not do anything.

scene iii
due to the lack of trade of companies from europe and the usa that are based in china, their shares fall 40% of their value.

scene iv
the world is ill, china buys 30% of the shares of companies in europe and the us at a very low price.

scene v
china",0.82783,210
339438,Very similar,,"sir is lockdown dates are extended?
??",is lockdown going to extend,0.82775,38
333989,Not similar,,"sequence of safety gown shown in your program is wrong
this is dangerous
person showing it is incompetent from dr all","what is this...singnal then singla...why giving wrong name and things to public...it's really bad from your end.stop doing such nonsense
make it correct",0.82769,117
360433,Somewhat similar,,"hii
can i send some information","i want some information.
may i ask??",0.82757,31
131636,Not similar,,there is big problem of gas for 6- days,ok. i have a important news to give,0.82746,39
294554,Very similar,,"dear sir/madam,
kindly verify....is it genuine of fake.","plz check is it true or fake
thanks",0.82734,55
345555,Not similar,,"sir just your news at 11.00 shatak anchor made big mistake that she read news that in india total test of corona done 1.60 lacs and found positive 67 thousand, it’s a big mistake because in india not 67 thousand positive so pls you should check and pls tell again correct news because by this panic spread","we had time to prepare, this is sad, says rahul gandhi as covid-19 cases cross 500 in india
ahul gandhi had raised the alarm as early as on february 12 and his suggestions were not taken seriously, said the congress party.
ians
last updated: 24 mar 2020 05:33 pm (ist)
 we had time to prepare, this is sad, says rahul gandhi as covid-19 cases cross 500 in india
rahul gandhi's tweet comes in wake of a tweet by haryana-based doctor. (file photo/ getty)

new delhi: amid scarcity of the equipment for the corona warriors, congress leader rahul gandhi has said that he is sad about",0.82724,305
349589,Not similar,,"hi team, i'm working with indiamart for around an year, we just got to know in this situation of covid-19. indiamart is going to deduct 30% of salary of all employees.","now another unprecedented decision by modi cabinet.

all mps to get 30% salary cut for one year which amounts to rs. 60 crs. approx....

mplad funds suspended for two years which amounts to approx....7900 crs.

total 7900+ 60 crs....
quite a hefty amount for pm cares fund...",0.82715,167
311662,Not similar,,"dear india tv, as per modi ji they will provide every necessary think for home use but in ludhiana we are facing many problems, cylinder unavailable, karyana stopes not open and if open they don't have rashan because supply not done by wholesalers due to police of punjab not doing good behave with delivery man and holding their trucks. please show it in your news and also inform it to modi ji",i am completely  against the statement of shoot at site order given by telangana cm mr. chandrasekhar rao. i appeal him to take his statment back. people are forced to go out of their home for basic necessities. the normal indian citizens are not responsible for this coronavirus pandemic. india is a country with many middle class n lower middle class people who work on daily basis.. so this shoot at order is completely harsh.  all the mla and government officials  are safe in their big big bunglows they are not forced to come out of their,0.82695,395
308795,Not similar,,"attendance is a big issue when it comes the professional course like mbbs and without thinking the departments will mark every student's absent even in this pandemic
therefore it is now becoming the topic of concern that why sh. anil vij(health minister haryana) is not allowing holidays for 1st year mbbs students as they can do nothing in the treatment of corona patients","sir, during knock down people still going for there work because offices are not giving them notice for holidays. in my case they said us to not come office but did not give notice or any order. this means insecurity to ur because i know during payment they will say we did not give u any order so we can't pay u.",0.82690,373
345419,Not similar,,"hi
this is rupaalii shah from pune city.


govt announced 5kg wheat/rice and plus 5kg free with 1 kg dal and 1kg dal free.
the ration store of our area named asava, 121 guruwar peth, pune 411002, l.no. afpsg/29
*does not give dal to anyone*

please do sting operation to have him caught.

he has always been doing this, not giving all that is given in ration card n sells it off.

my old parents went today at 7.45a stood in line for 1 hour, got wheat n rice at 8.45a n were refused dal, the store said there is nothing else n refused dal","karnataka cm press meet highlights.
1. entire state lockdown
2. not more than 4 members including within family should not gather.
3. one family member per household will be allowed to step out to buy daily needs.
4. for daily waged labor (white ration card) will be provided free with 1 month required rice, 12kg per individual. through fair price shops.
5. along with rice rs.1500, cash will be provided per family.
6. except for essential services all government departments should work from home. and only 20% should work basis roaster.
7. all education departments, schools will be closed till 31st.
8. building construction workers and contract workers,",0.82689,538
194947,Somewhat similar,,ok thanks to reply,thank u sir,0.82681,18
320133,Not similar,,"i am rakesh

i request for you

one special medicine protect our self to corona virus

in dengue patient give papaya leaves is best medicine

in corona patient case best medicine  is cordyceps military mashroom it is natural  medicine it is gro your body  humanity power 200% to 250% it is natural drugs

i am not test to this medicine  because
i have no money and lab but you try this medicine and check it is successful or not successful

i hop we are bit corona
save india save world
jay hind
please reply. 9638021996","covid-19 treatment: best vaccine for covid-19 is natural medicine of increased fever without ac room.

nature 🌿🍃 created the covid-19 nature has the ability to fight 👊 with it with its natural defense mechanism.

body defense mechanism in action do not interfere with paracetamol & airconditioned room.",0.82650,520
360017,Not similar,,indian law not meant for these people.,"who is sohib ,he is not representive of india .",0.82634,38
318237,Not similar,,this vd is very interesting,this is a very good initiative,0.82616,27
334627,Not similar,,it's is very dangerous issue for basti up  please chek,"hiii
you help me
i am big problem",0.82574,54
142758,Somewhat similar,,"i,anil kumar rtd. h.m. middle school. kaithawan,dist. sheikhputa bihar alleges that all the honourable judges failed in interpretation of law and constitution ,your interpretation mismatched with democracy and socialism and very nearer to or even lnferior to feudalism and monarchy. none of you is deserving to be jedge of even lower court of a democratic country. you allare under the thic cloud of ignorance.i give all of you fail marks,if you have courage ,you may initiate contempt against me and after discussion you may prove youself pass or excellent . thanks.","i anil kumar demand resignation of all incopetent judges of supreme court of india, who 's misenterpretation of constitution results as (draupadi again unclothed in rajsabha) sir, i am not an ignorant person, i am deliberately destroying your ashok batika of prestige, so that you can initiate contempt against me and i would avaial oportunity to put my opinion before the world,i have no other option. with thanks",0.82572,567
217592,Not similar,,"because u showing wrong news on tv ....
which is opposite and dangerous for hindu communities...
you want to make india as a islamic countery 😡","the situation in kerala is scarier than you think!
*islam above nation*
islamists have distorted the indian national anthem to a payer song of muhammed nabi & sing that during  flag hoisting instead national anthem 👇",0.82551,143
363103,Not similar,,please check this video  and claim responsible person. it is not bearable,kindly verify this video and respond 🙏🏻🙏🏻 these people’s don’t have right to live 🙏🏻🙏🏻,0.82515,73
306070,Not similar,,please think about this idea,and tell me about it,0.82503,28
297884,Very similar,,plz check forbfact,pls check this,0.82488,18
323155,Very similar,,pls check the reality of this msg,sir can you pl check this msg.,0.82341,33
362460,Not similar,,please send me the story behind the video,may i send the video that i recorded,0.82335,41
185487,Not similar,,i want to reveal something about bcci.,hey i want to talk a seriou matter,0.82322,38
296067,Not similar,,"respected sir /madam i'm sending this mail behalf of few nursing students parents.  one nursing  colleges in ongole , andhra pradesh still they are sending  there students for clinical practice at rims hospital.  even they are not providing any safety things . so parents are very much feel panic about their children.  college are not responding parents request.  so please we request you please please help them.","there is a medical negligence case happen in jaypee hospital at noida, because of no proper doctor management and lack of caring nature, my wife was about to die after giving birth to a baby. doctors could not care properly after delivery and some angry behaviour had been shown by a lady assistant doctor at time of stitching because of that there was an interval vein got brust, hence continuous bleeding was happening.

i wanted to publish this behaviour and non caring issue of my gynecologist and assistant doctor on newspaper. it was life threatening issue and want your help in",0.82318,414
346063,Somewhat similar,,"is this a fake msg?? if yes, who has spread it??",please sir 👆🏻tell me about this news is fake or right ?,0.82306,48
361920,Not similar,,"ugandan president’s address to his nation.
a wisdom to share✨

uganda president kaguta museveni warns against people misbehaving during this covid-19 period, ""god has a lot of work, he has the whole world to look after. he cannot just be here in uganda looking after idiots..."". below is his reported statement.

""in a war situation, nobody asks anyone to stay indoors. you stay indoors by choice. in fact, if you have a basement, you hide there for as long as hostilities persist. during a war, you don't insist on your freedom. you willingly give it up in exchange for survival. during a",i am completely  against the statement of shoot at site order given by telangana cm mr. chandrasekhar rao. i appeal him to take his statment back. people are forced to go out of their home for basic necessities. the normal indian citizens are not responsible for this coronavirus pandemic. india is a country with many middle class n lower middle class people who work on daily basis.. so this shoot at order is completely harsh.  all the mla and government officials  are safe in their big big bunglows they are not forced to come out of their,0.82296,589
145018,Not similar,,"*good morning ,all indians = i am anil taak >> today we celebrate world hindi diwas it is celebrated on january 10 every year marking the anniversary of first world hindi conference which was held in 1975 and the first world hindi conference was inaugurated by the then pm indira gandhi since 1975 and world hindi day was observed on 10 january 2006 since then it is celebrated on 10 january every year.= thanks >> today 's my question = when we celebrate national hindi diwas ?","good morning , all indians = i am anil taak >> today we celebrate pravasi bharatiya diwas{ non-resident indian day} is a celebratory day observed (starting in 2015) on 9 january by the republic of india to mark the contribution of overseas indian community towards the development of india and the day commemorates the return of mahatma gandhi from south africa to ahmedabad on 9 january 1915 ,} = thanks >>today 's my question = who is the homeminister of maharastra state ?",0.82274,478
354354,Somewhat similar,,ok madam ji,"ok
thanks
ji",0.82267,11
299062,Not similar,,"how to check false news?
dr. mohammed ali, is the topmost heart specialist, has done the postmortem of carona virus.....clearly.....please listen and share with near and dears.
is this true?","👆pl listen to complete audio.its about a family of cu block ,pitampura,found infected of corona virus.
don't panic but take necessary precautions.",0.82242,190
