PM ID,Match class,Notes,Database-Stored Sentence,Top Yielded Sentence,score
293599,Not similar,,"update on the two suspected cases of ncorona virus tests in army colony sector 9 nerul::

both the tests reported are:: positive..

the mc has announced that the tests of the two suspected patients from army chs for coved-19(ncorona virus) have come positive..

the family members of the suspected virus case are quarantined now..

as there can be other cases too..
hence there is a worry of spread of the virus at army chs.. every resident of army chs will be quarentined and tested..

all residents are requested not to do any public meets within colony, all sports gym facilities are shut.

army colony is put","covid positive case in d5
avoid the shenoys way to enter and leave the department
one case has been confirmed at kmc and one in udupi-tma pai hsp.
kindly maintain hygiene and hopefully we hear from the university soon
sent as rcvd
dear all,

please find attached “guidance and faq on coronavirus disease - 2019 (covid-19)” - version.1.0 dated 10 march 2020, for information and dissemination among staff and students.



1)   students are advised to strictly avoid public/social gatherings. students are also advised avoid travel to other countries and also to the places in india where the cases are reported.

3)   you are advised to avoid inviting guests/parents/alumni etc. from other countries",0.815000
332190,Not similar,,"dear channel,
you said that villagers beating the police when police went there to check out jammat people.

that clip was already upload by a facebook user on 28 march 2020 named ajay asur. so, delete this video asap. i already sent a email to mobiletak@aajtak.com and nasser.kabir@aajtak.com. i hope you understand for your bright future. please inform me if you can.
thanks
sandeep rawat
9811600057","dear concern i am dhananjay kumar saraswat live in mathura uttar pradesh my mobile no is 9358218117, 9045301602.

sir i have been cheated by some pramod verma by online fund transfer for any fake courier delivery service provider.

he is working currently and cheating innocent people countinous now.

some of the investigation i have completed but it is not sufficient to cought him red handed.

if you want to highlight him in the news than i can very helpful for that please contact me by a call as possible as soon

waiting for your response.

thanks
dhananjay kumar",0.814444
347577,Not similar,,"dear aaj tak team
kindly tell public about trouble full plan of sbi moratorium as per guided by rbi ..
sbi bank emi moratorium option totally trouble full for their customers because in this plan - sbi uploaded a form on site annexure-i and customer will have to take print of this form and sign, scan it and then to be sent sbi bank related email id as per annexure-ii .. how is possible to take print and scan at home for every body at this time ? and also sbi have done a crime to fail social distancing.

best regards
govind kumar
cell",this couple in the pic are responsible for duping many of thier hard-earned money by tricking them into loanand busniss venture's.. the husband was also involved in a robbery case as you can see in the video. they were originally from st michaels parish mahim. but now both are absconding. the husband was realsed on bail and is now a fugutive. the wife has reached kuwait. please share the details much as possible specially those staying in the vasai virar naigoan belt. and those in kuwait as it is believed the wife is in kuwait for work. they need to,0.814304
354618,Somewhat similar,,okay thanks 🙏🙇,thank you. 👏👏,0.814156
294001,Not similar,,"this is the kerala christian family who arrived from italy and have infected dozens of people with the coronavirus. they came to kerala on 24th feb and without undergoing any health check or informing anyone, travelled all around thrissur town including their relatives' houses. they also visited churches and cinema theatres and attended weddings.
when they developed fever, they didn't disclose to the doctor that they came from italy and kept roaming all over town. the health department got to know about this only when three more of their relatives tested positive in the hospital. it didn't stop there.
after","55 to 80 staff members of hinduja hospital under quarantine. including dr. udwadia.
 guys , some issue in hinduja hospital mahim , it’s connected to coronavirus case  & all patients being told to leave asap & docs being kept away in isolation

it’s coming in my other groups , saying it’s total chaos there
 apparently a patient consulted udwadia at hinduja but he never disclosed his dubai visit and is suspected to have infected some 55 staff and other at hinduja as showing symptoms. all waiting for reports.

hinduja hospital opd is evacuated as patient and or staff is found",0.814151
332979,Very similar,,can u verify it please,please verify it,0.813791
303433,Not similar,,"well played china....

scene 1 : the curtain opens: china becomes ill, enters a ""crisis"" and paralyzes its trade.  the curtain closes.

 scene ii.  the curtain opens: the chinese currency is devalued.  they do not do anything.  the curtain closes.

scene iii.  the curtain opens:: due to the lack of trade of companies from europe and the usa that are based in china, their shares fall 40% of their value.

 scene iv.  the curtain opens:: the world is ill, china buys 30% of the shares of companies in europe and the us at a very low","operation checkmate*
=================
in recent days, china broke many records, and earned absolutely everything,
$ 20 billion in the first news and bought about 30% of the shares of companies that belong to the west in china.

president xi jinping has surpassed europeans and intelligent american democrats.

he played a wonderful game in front of the eyes of the entire world.

due to the situation in wuhan, the chinese currency began to decline, but the chinese central bank took no action to stop this collapse.

there were also many rumors that china didn't even have enough masks to fight the corona virus.

these rumors and",0.813677
347994,Not similar,,"there are some messages of free movie links going around on whatsapp.

pl do not use. just came to know that it may create a ‘tunnel’ between your device and that distant server

the time you spend watching these movies your mobile phones may be hacked

it’s dangerous

this means whatsapp closes and you are ‘handed over’ to this link

cyber frauds are on rise since lockdown started","from bbc radio this morning :
if you know anyone using whatsapp, you might pass on this. be advised that a video comes out tomorrow from whatsapp called martinelli. do not open it - it hacks your phone and nothing will fix it. spread the word.
also, if you receive a message to update the whatsapp to whatsapp gold, do not click !!!!!
please inform all contacts from your list not to open a video called the ""dance of the pope"". it is a virus that formats your mobile. beware it is very dangerous. they announced it today on  bbc",0.812828
338893,Very similar,,can you please fact check the forwarded message that i received,please fact check this clip which is being forwarded and which i received,0.812108
343492,Somewhat similar,,"hello
i want to fact check","hi
i want to fact check this video",0.812062
341620,Somewhat similar,,hi this is kartik,"hi
this is aajtak",0.811941
329778,Very similar,,plz tell me.. it's right or fake news,"plz tell me
this is right or not",0.811904
347579,Very similar,,can we send news through what's up to your chaneel,sir can we send news item through this to your chaneel,0.811428
322963,Not similar,,"dear sir, madam
subject:- regarding the continuous delay in rejoining and salary to be processed.

i along with 125 other engineers were joined as technical supervisor in total 126 different jails of madhya pradesh for
doing video conferencing amongst court and jails also to ensure the technical issues can be solved to ensure any issue
to not be created for long terms.
we were outsourced by world class services limited company, indore on the basis of tender dated sep-oct 2018 done with
high court of madhya pradesh,with respect to jail headquarter of state.
we worked sincerely and effortlessly for 12 months and 28 days","respected sir
i dr prashant , post graduate student for college of physician and surgeon mumbai (cps mumbai) having my final exam starting from 23rd march, all other post graduate students from all over maharashtra/gujrat n other state will gather from all peripheral areas for the same purpose and will stay fr 10-15 days in mumbai..even if single doctor catches infection during that stay, he will spread it to the periphery of maharashtra.

our family opposing us fr attending exam..nd cps personally msged us not to believe in rumors n exam will b starting as scheduled previously on 23rd march.
all exams postponed
dnb",0.811272
317847,Not similar,,"continuous curfew in amritsar for the fourth day in a row. civil administration has been making claims on the electronic and social media that the system for distribution of essential items is in place. however this is far more from reality.    in my opinion the city business establishments have neither the resources nor the manpower for carrying out door to door delivery.  all medicine, grocery and vegetable shops remain closed.  helpline numbers cannot be reached. the sick and infirm are being denied their prescribed dose of medicines. this will definitely lead to deterioration in health","respected sir,
this is jai saxena from chakiya, prayagraj. uttar pradesh.
i have shot this video at recent.
after the announcement of our honorable prime minister for national lockdown, there is no strict action against the rules and regulations regarding lockdown, all the local shops are on and infact they attracting people for the gossips.
all traffic is open and people are moving here and there doubling, infact tripling on motor cycle without mask.
hence therefore i request you to please give my video a platform so by which, this critical disease can be stopped.",0.811166
362200,Very similar,,can you please check the authenticity of this video. this is alarming if true,"can you please check this video authenticity
?
thanks",0.811131
345827,Not similar,,"hello india today team ,
myself gurpreet . i am resident of faridabad onyxe tower sector 21 c faridabad . my dad is president of this society .
we are facing major problem of casteism against muslims in our society .
one gaurd in society was muslim he was told to leave the job without being paid by one resident of our society . nobody in authority was informed by this resident. he tortured that guard and forced him to leave the job .
that gaurd has no money for food n his living . he with his wife and","sir
i am first year student of pt. b. d. sharma pgims, rohtak, haryana. i want to aware you about the misconduct of higher authorities here in haryana. there is no work of first year student in opd and our's is a batch of 250. there is a great risk of spread of infection from one student to  other as we attend our classes in lecture theatre. the dean, director and vice chancellor said that it's not in their authority to suspend the classes and further said that state health ministry and honourable chief minister of haryana sh. manohar lal",0.810888
296619,Not similar,,"pm address

	1.	janata curfew on 22 mar from 7 am to 9am
	2.	essential works will anyways have to be done
 3. state govts to lead this curfew and supervise and make people aware of this janata curfew
	4.	people in hospital / airports / govt staffs / media / railways etc - they are also in danger but yet serving - they are saviours and protectors of nation & we should be grateful
	5.	on 22nd mar - we must thank them all - at 5pm - we must stand at our doors - balconies - for 5 mins we need to salute","sharing a list of surface contact points in daily life, where either multiple or unknown people contact. the virus is spreading from surfaces mainly,  at least 9 hours outside the host:

1.  morning milk bags.
2. elevator buttons.
3. door bells.
4. newspapers.
5. car door after wash.
6. garbage can exchange with housekeeping staff (also their ingress into housing society, and movement from house to house).
7. raw vegetable and fruits purchased.
8. shop counters.
9. office pantry, lunchroom, washroom, and door handles.
10. garden seats.
11. play area swings, etc. (though for an unknown reason, young children thankfully are less affected)
12.",0.810606
306830,Not similar,,"dear sir /mam namskaar.. my name is johny sufi and i am devotional singer and playback singer from delhi ( all my song on youtube and about me  on google by the same name )
in this critical situation of corona covid 19 people lockdown in own house.  and we all quarantine and sanitize  our self and our home..but so many ppl who lives in jhuggi and kachi colony they not even afford a small sanitizer.. so i decided that i am doing this and  help those who not able to and sanitize home of them","my name is cinny. from taiwan 🇹🇼
17 yo. i’m a youtuber. i introduce taiwanese food,culture and some random videos in my channel. one day. my friend from india he told me about “dr. priyanka was killed by four prisoners “ and i was really sad about it.... heartbreaking.....and i decided to make a video on youtube for the justice. hmmmmm and i know in india...there are some people don’t respect the women very much. but in my country....boys respect the girls very much....i felt guilty that i could not do anything for the people who in need....so i made",0.810509
299978,Very similar,,what is the status of report,what's the status,0.810478
321632,Very similar,,plz share this video on your channel 🙏🙏🙏,plzz show  our  video on your channel,0.810452
286865,Not similar,,"hello everyone
as we have seen the news that government has issued an advisory regarding the corona virus positive case in delhi so please take these precautions on a serious note
1. avoid sharing food / water bottles / cigarettes etc
2. in case of cold / cough / sneezing immediately consult a doctor
3. avoid travelling
4. avoid going to the crowded areas
5. avoid eating food at restaurants and ordering online
6. always wear a mask while travelling through metro
7 . avoid non-veg food
can you check this message... it doesn't feel like a real one.","strictly stay away from poultry, seafood, animal products

it is widely spread in china, singapore, malaysia & us is also reported to have corona virus infections.

india reported 11 cases

severe cold, sneezing,  respiratory issues, difficulty in breathing are few very common symptoms.

since it is virus... take following precautions

1. drink boiled water
2. stop non veg
3. take vitamin c, zinc, b complex daily rda dose for prevention
4. strictly follow personal hygiene
5. decoction of tulsi, ginger, pepper, curcumin in hot water helps immensely
6. guduchi treats fever & enhances immunity
7. take hot rasam or vegetable soups.

antibiotics will not work on coronavirus

drink hot",0.810187
287877,Not similar,,"a disturbing video that shows the bodies of a woman and a baby being exhumed from a yard has been repeatedly shared on facebook, twitter and youtube alongside a claim that it shows bodies of muslims who were buried alive by workers of the bharatiya janata party (bjp), india’s ruling political party. the claim is false; police in west bengal told afp the video shows an exhumation that occurred after a man murdered his wife and two-month-old daughter in an incident unrelated to sectarian violence in india; other video footage and photos of the same incident have previously circulated in","बालाकोट विजय दिवस    。balakot victory day
*press release: tributes to pulwama martyrs and candle light march against pak sponsored terror and religious persecution in japan*

feb-26, kawaguchi (japan): human right activists gathered on the first eve of balakot strike against terror camp, and paid tribute to the martyrs of pulawama attack. on 14 february 2019, a convoy of vehicles carrying security personnel on the jammu srinagar national highway was attacked by a vehicle-borne suicide bomber at lethpora (near awantipora) in the pulwama district, jammu and kashmir, india. the attack resulted in the deaths of 40 central reserve police",0.809627
324218,Very similar,,is this true or fake👆news,is this news true 👆,0.809153
320004,Not similar,,"sir this is the ration store in mohan garden , uttam nagar, new delhi 110059 ....... even during this hazardous situation during corona lock down , these govt. ration stores are filling there pockets ...... they have not given any ration in march month and at this time they are only giving ration for one month and making entry for two months in ration card , they are harassing the poor peoples . kindly help these needy peoples","#vikas nagar, uttam nagar new delhi-110059
# shiv vihar,uttam nagar , new delhi-110059
#j.j.colony uttam nagar
#j.j colony shiv vihar uttam nagar

these are some places where people are not maintain social distancing and they break the law of lockdown and also police are not come in this area even they were also know about that please help...only u can can control this ....#coronavirus #stay home
#vikas nagar, uttam nagar new delhi-110059
# shiv vihar,uttam nagar , new delhi-110059
#j.j.colony uttam nagar
#j.j colony shiv vihar uttam nagar

these are some places where people are not maintain social distancing and they break the law of lockdown and",0.808976
343647,Somewhat similar,,no any action taken by you,no response given by you,0.808488
140759,Not similar,,this protest is good for a single cast . but as a humanity it is wrong caa gives right to each and every citizen right to be indian citizen if he or she born in india .but if he or she belongs to other community of some different country then it is wrong to come in india and being here without any aadhar id is illegal.government should also add who doesnt have any legal id should be consider to be terrosrist who are making plan to destroy india . i would last my wordings that india ki soch ye hai,india is one democratic country.common man is a base of our democracy. there is a election system  by which common people elect their representative. but in those days there is no importance of general voter in our democracy. political  parties fight election against  each other.every policital partirs planning and policies are differ from each other.such parties fight election against each other.but at the time of forming government  such political  parties come together  for forming government.  if voter is giving a vote to one party and denying other party .and after eletion if eiected,0.808316
321888,Somewhat similar,,this is circulated in whatsapp,respcted these photos round on whatsapp.,0.808292
359629,Not similar,,"central government stops 3 da installments wef 01/01/2020, 01/07/2020 & 01/01/2021 to central government employees current & pensioners. this will likely to be followed by state governments & municipal corporations & municipalities, psus. da is increased twice in a year : wef 01/01 & 01/07. stopping of 3 da is big loss to the government employees. this is nothing but short of cut in salary of government employees.","fm mrs.nirmala sitaram ji's press release on mar 26, 2020

1,70,000 crs for relief

1. 8.7cr farmers to get 2000/- in their accounts

2. mnrega wage hiked by rs.2000 for 5 cr families

3. rs.1000 for 3 cr senior citizens & widows

4. rs.500 in 20crs women jandhan a/cs for 3 months

5. free cyliders for 8.3 cr bpl families

6. rs.20l collateral free loan for 63l shgs

7. government to pay 24% epf for 3 months

8. payment for firms with staff earning less than 15000/-

9. rs.31,000 fund for 3.5cr labourers
is above genuine ?",0.808271
273229,Not similar,,"the eyes of darkness
ight now i just want to
not interested in the philosophy or morality of
know how the hell danny wound up in this place""
twenty nonths. re was around then that a chinese scientist
biological arfare,"" tina said.
to understand that, dombey said, ""you have to go back
named li chen defected to the united states, carrying a
diskette record of china's most important and dangerous
new biological weapon in a decade. they call the stuff
wauhan-400' because it was developed at their rdna jabs
outside of the city of wuhan, and it was the four-hundredth
viable strain of man-made microorganisms created at that
resaoreh conter
wuhan-400 is a perfect","japan govt. has decided to dispose of all the  "" *microwave ovens*"" in the country before this year end.

reason for this ban : university of hiroshima's scientists researched and found that ""radio waves"" from microwave ovens cause greater harm to health over the last 20 years, than the us atomic bombs on hiroshima and nagasaki in sep. 1945.

experts found dat food heated in  microwave ovens has very unhealthy vibrations and radiation.

all the factories of ""microwave ovens"" in japan are being closed.

s. korea announced plans to close all ""microwave ovens"" factories by 2021, and china by 2023.

a conference",0.808248
315500,Not similar,,"happy news to all indians.
(non-peer-reviewed) study published today reveals a unique mutation in the indian sars-covid-2 strain, and also that the potently anti-viral human microrna (mirna) hsa-mir-27b has a target only in the indian strain.

let's hope that it is true clinically as well. india might then just survive the pandemic relatively unscathed.
this is the broad conclusion and really hope its true.
if this is true then the severity of covid 19 will be less in india
it’s a preliminary report","strictly stay away from poultry, seafood, animal products

it is widely spread in china, singapore, malaysia & us is also reported to have corona virus infections.

india reported 11 cases

severe cold, sneezing,  respiratory issues, difficulty in breathing are few very common symptoms.

since it is virus... take following precautions

1. drink boiled water
2. stop non veg
3. take vitamin c, zinc, b complex daily rda dose for prevention
4. strictly follow personal hygiene
5. decoction of tulsi, ginger, pepper, curcumin in hot water helps immensely
6. guduchi treats fever & enhances immunity
7. take hot rasam or vegetable soups.

antibiotics will not work on coronavirus

drink hot",0.807610
291140,Not similar,,"covid-19 may soon be cured; japanese pharma says creating drugs
takeda pharmaceutical co said on wednesday it was developing a drug to treat covid-19, the flu-like illness that has struck more than 90,000 people worldwide and killed over 3,000. the japanese drugmaker is working on a plasma-derived therapy to treat high-risk individuals infected with the new coronavirus and will share its plans with members of the u.s. congress on wednesday, it said in a statement.
is this true?
can you please check?","zydus cadila launches a fast tracked programme to develop vaccine for the novel coronavirus, 2019-ncov (covid-19)


adopting a two-pronged approach, a dna based vaccine and a live attenuated recombinant measles virus vectored vaccine to combat the virus

ahmedabad, india, 15 february 2020
zydus cadila, an innovation-driven, global pharmaceutical company, announced that it has initiated an accelerated research programme with multiple teams in india and europe developing a vaccine for the novel coronavirus, 2019-ncov (covid-19) based on two approaches.

the first approach deals with development of a dna vaccine against the major viral membrane protein responsible for the cell entry of the novel coronavirus,",0.807578
146592,Not similar,,"i agree with what president trump said:
muslims who want to live under islamic sharia law were told on wednesday to get out of america, as the government targeted radicals in a bid to head off potential terror attacks
separately, trump angered some american muslims on wednesday by saying he supported spy agencies monitoring the nation's mosques.
quote:
'immigrants, not americans, must adapt... take it or leave it. i am tired of this nation worrying about whether we are offending some individual or their culture. since the terrorist attacks, we have experienced a surge in patriotism by the majority of americans.
'this culture has been","according to a harvard university study, the islamisation of a country cannot be stopped once the muslim population reaches 16 percent of the total population. this is what islam expert, nikoletta incze, said on 22 june'19 on hungarian public television.

incze points out that many countries that are islamic today were originally christian, for example turkey, egypt & syria.

in other countries as well, islam supplanted the previous religion: pakistan was hindu, afghanistan was buddhist, iran was dominated by zoroastrianism.

according to her, the islamisation of a country is already inevitable, when the proportion of muslims of the population is about 16 percent.",0.807327
296006,Not similar,,"i'm admit at cims bilaspur    corona ward iccu. iccu condition is very frustrating.here are lots of problems with bed, bathroom and lots of more.plzzzz help me. my contact no 7488022215
😢😢😢😢","congratulations you are lucky
winner in .snapdeal  online  shopping  company.your prize.tata safaristorm.four wheeler luxury car.& 12,80.000.my office flat nu_204.plot.1_a.second floor ,arjun nagar ,green,park,new,delhi (110029) luckey copoun  no.0008
my.helpline  nu.gm7527840164
cont:-7258900831",0.807217
277818,Not similar,,"before 1971 pakistani muslim was gone to purbi pakistan and crused to local people now after 71 whom people crused by bangladeshi people then they 2 crores sifted shainbagh, bihar & west bengal. they are shainbagh people is bangladeshi and whose people not accepted by bangladesh.              murari prasad modi, siliguri, west bengal
.","pakistan government people, pakistan agencies people, pakistan isi people, pakistan fia people, pakistan army people, pakistan ispr people, pakistan police people, sultan khawaja who is in pakistan police and sultan khawaja family planned to kill india prime minister narender modi. protect narender modi because he is nice person. god bless india and narender modi. it is my prayers from heart that india will win kashmir. kashmir is yours. kashmir will belongs to india. curse on pakistan government people and agencies people. curse on sultan khawaja, sheila sultan khawaja and their families.",0.807047
159133,Not similar,,big government  problem  sir,some problem sir,0.806989
351856,Not similar,,"ashok sorry to trouble you.
today i transferred rs 15000 /- on line (five thousand each) in my trading account (p20495).my previous credit was rs 1936 /-.
but only rs 11936/- have been shown in my account as a balance. rs 15000/- have been debited from my bank account. as every thing is  closed (our mulund branch )i am bothering you. should i wait till tomorrow.? or you can help me.","dear sir/madam,

this mail is in respect of fraud done in my account today 31-12-2019 @ 12:02 pm via upi.


i am neha rahul agarwal (9960577241), i am victim of this financial loss, his happened from upi apps of paytm, jio money and amount deducted from my bank account (sbi, axis bank).

cyber cell application no. 7783/19 dated 31/12/2019

details of event:-
i am feeling handicap after this event.

i wanted to get my paytm kyc done. i got the number for paytm kyc details and spoke to him. he told us that physical kys is closed, as paytm is doing kyc online. the fraudster asked",0.806944
358825,Not similar,,telecast the news,verify the news,0.806943
330415,Not similar,,"i want to share one thing to you, as per govt rules, no one company can deduct our salary during this lockdown period. but still my organization deducted my salary.

moreover, fincance companies also deducting the emis. and as per rbi rules, it should not be happen.

now i'm facing issue, one side company deducted my salary and another side banks also deducting the emis. now how would i survive this month and next month.

please help me out the same.

waiting for you positive response.","hi,

a family member account is with axis bank, a whatsapp fwd was received stating:

draft letter to be sent from registered email id.if you want to avail exemptions from paying emi in coming 3 months


dear sir/madam,

i have taken_________ loan vide loan account no _________ from your bank. my main source of income is __________ and the same is got affected due to lock down. as per the latest announcement by rbi i wish to get the benefit of three months moratorium which will help me to reduce my financial burden in this crucial time.

i will start paying the emi /",0.806589
302895,Very similar,,thankyou so much🙏🏻,thank you very much 🙏🙏🙏🙏,0.806412
338427,Not similar,,"when the corona virus pandemic brokeout in china there were many indians who were stuckin there.
the indian govt was looking for a pilot who could fly into the danger zone to bring back our nationals , but none of the pilots agreed to do this job due to risk factor invloved.
finally an indian air force
muslim sergent named pervez agreed to takeup this task.
his efforts were appreciated by none other than indian prime minister mr modi.
mr modi personally spoke to this brave pilot and thanked him on the behalf of the nation.
here is recording of conversation our","sir
i am first year student of pt. b. d. sharma pgims, rohtak, haryana. i want to aware you about the misconduct of higher authorities here in haryana. there is no work of first year student in opd and our's is a batch of 250. there is a great risk of spread of infection from one student to  other as we attend our classes in lecture theatre. the dean, director and vice chancellor said that it's not in their authority to suspend the classes and further said that state health ministry and honourable chief minister of haryana sh. manohar lal",0.806371
308182,Not similar,,please check the reality of below audio clip,please check below video authenticity,0.806177
342544,Not similar,,"thank you president trump.

..
this interesting prayer was given in kansas, usa, at the opening session of their senate. it
seems prayer still upsets some people.
when minister joe wright was asked to open the new session of the kansas senate, everyone was expecting the usual generalities,
but this is what they heard:
*""heavenly father, we come before you today to ask your forgiveness and to seek your direction and guidance. we know *your word says: *""woe to those who call evil good"", but that is exactly what we have done.
* we have lost our spiritual equilibrium and reversed our values.
* we have ridiculed the","this message is making rounds. can you check for authencity?

* 1 day curfew, * *

 just 3 hours ago,

 a medical scientist researching infectious disease, for the us government in houston who was my classmates in college.
 and our friendships are equally deep after his departure to america.
got a call from him.
 his first sentence was,
 ""devendra ji,
 * our pm modi is some great man, probably. ""*

 i asked
 ""hey, he is, but what  did he do now?""

 he said, ""we have been doing research in india for the last 30 years on infectious disease, but this",0.805406
291056,Not similar,,"my nephew, who is also a lung specialist now, graduated with a master's degree, and works in *shenzhen hospital, china.*  he is being transferred to study *wuhan pneumonia virus.*  he just called me and told me to tell all of my friends *not to worry much about corona virus* :
if you have a runny nose and sputum when you have a cold, you cannot be a patient of coronavirus pneumonia, because *coronavirus pneumonia is a dry cough without runny nose*. this is the simplest way to identify.

please tell your friends that if you know more about medical","*chappaties will soon become extinct*

a renowned cardiologist explains how eliminating wheat can improve your health.

cardiologist william davis, md, started his career repairing damaged hearts through angioplasty and bypass surgeries.

“that’s what i was trained to do, and at first, that’s what i wanted to do,” he explains. but when his own mother died of a heart attack in 1995, despite receiving the best cardiac care, he was forced to face nagging concerns about his profession.

""i’d fix a patient’s heart, only to see him come back with the same problems. it was just a band-aid, with no effort to identify the *cause*",0.805259
313512,Not similar,,"hi
just a quick suggestion to resolve problems of daily wage workers and supply of daily need things to citizens..... please arrange tent accommodation for these laborers.... government takes control of all groceries, fruits etc in the markets, give a hand cart to these daily wage workers and take their help to sell door to door of these items with predetermined prices and during specified hours.....this way they interact with only one household at a time....it not only helps these poor people but also assist in avoiding assembling and controlling crowd in the market and more chances of spreading the virus....","🙏to make the lockdown effective, my humble suggestions in this regard, are as follows-
1. please close down all petrol pumps in urban & rural areas, including state & national highways, to stop complete movement on roads, except of emergency services and persons involved in maintaining the law and order.
2. instead of allowing the people to buy the medicine, vegetables & groceries, even for limited time, a supply chain for dropping these items, at their door step, as per their requirement to the dedicated mobile numbers of big shops & stores, online food suppliers and persons of postal & courier services,",0.805256
344621,Not similar,,hii team i need help and want to send message to government officials about many loan fraud company at google play app showing loan term for 95 to 120 days but beside this they are giving loan for 15 days only and also charging huge amount of interest . due to covid 19 many clients of this fraud loan app not able to give aur repay loan amount on given date then loan app company is harrassing and torching clients for repayment by hacking their personal contact... one most fraud app is cashbean loan app at play store ... cashbean,"at least for coming 5 days the banking services should be closed. it's confirmed news so many customers from abroad are visiting our branches and lying. the banks should at least restrict the urgent n necessary transaction. only.
the staffs above 55 and they who have diabetes and bp asthama etc should be permitted to be on special leave for forthcoming 10 days.
locker operation should be restricted for 5-7 days because nri s or persons coming from abroad are hiding their status as well as identity and using locker spreading viruses.
branches should be stricted to timing, it would be advisable",0.805159
276617,Not similar,,"checkout this hot & latest formal shoes
elegant men's formal shoe
material: outer material : synthitic leather, sole material : rubber

ind size: ind - 6, ind - 7, ind - 8, ind - 9, ind - 10

fastening : lace up

description: it has 1 pair of men's formal shoe

pattern: solid
sizes available - ind-6, ind-7, ind-8, ind-9, ind-10","strictly stay away from poultry, seafood, animal products

it is widely spread in china, singapore, malaysia & us is also reported to have corona virus infections.

india reported 11 cases

severe cold, sneezing,  respiratory issues, difficulty in breathing are few very common symptoms.

since it is virus... take following precautions

1. drink boiled water
2. stop non veg
3. take vitamin c, zinc, b complex daily rda dose for prevention
4. strictly follow personal hygiene
5. decoction of tulsi, ginger, pepper, curcumin in hot water helps immensely
6. guduchi treats fever & enhances immunity
7. take hot rasam or vegetable soups.

antibiotics will not work on coronavirus

drink hot",0.805101
326989,Not similar,,"brothers and sisters we are very near to the tribulation period, coz bill gates has already proposed for id2020 vaccination chip. don't know when they'll begin to enforce this on people. but the signs showing around the world due to this corona virus will faster the implementation of this rfid chip(666) on every individual. be careful and guard your life with god's word to stay strong in the spirit never to accept this mark of the beast(666). if you do so ull deny christ and accept the antichrist where you'll finally lose your salvation and end up your life in","hi team ,
you guys are doing wonderful job. in this pendamic situation we need to follow all instructions very rigoursly. plz help us to pass the below msg and hide my identity.

looking for kind support..
an indigo engg staff.

dear mr prime minister.

as we are seeing the situation all over the world that this deadly covid-19 how fast it is spreading and you're good initiative to control this but as all transportation system are stopped till 31 st march but all airlines are running night and day in contributions to spread this virus bcz this is the fastest medium of travel",0.805081
343195,Very similar,,waiting for revart sir,waiting for your revert sir,0.805078
322888,Not similar,,"i'm writing this to report that there's a huge selling of open masks in the market and that too at high rates. these masks can be contaminated as being open (with wrapper) these would be touched by a lot of people. kindly do the needful as we trust media more than adminstration. this has been reported by a medical store owner from himachal pradesh, city nurpur distt. kangra
contact number of the owner is - 9857078051","c0vid-19 has shaken the world. it has created a widespread psychological impact in the past few weeks. it has affected the daily routine and induced anxiety, stress and lifestyle changes. people in quarantine are confronted with a lot of uncertainties, experience fear for their family and friends.

mcj counseling centre in madras school of social work (mssw)  has a helpline for people who experience psychological symptoms like fear, anxiety, stress. you can contact for telephonic counseling from 8.am to 8 p.m on the following numbers.

1. 9677035181
2. 9940179351
3. 9884565739

#mssw",0.805046
357378,Not similar,,"this happened on ballygunge cirular road opposite science collegeat around 1 pm last night, three or four people came to the adjoining building and called the guard of the building, saying they were from the hospital, because they had information that there was a corona patient in the building and they had come to take him. they were repeatedly pushing the guard to open the main gate.
according to the guard's description, two or three of them were wearing ppe, masks and gloves, and two army dresses. they also had to wear masks and gloves. they were urging them to open","a patient attended to at our hospital gvpmc kommadi( gayatri medical college) on 21/3/20came out to be positive for covid-19 today morning (23/3/20)

a student post travel from uk 15 days back, was asked to stay at home for 2 weeks like everyone with a travel history is being asked to do.
patient came to op here in kommadi with mild symptoms on saturday, had the audacity to hide his travel history.on suspicion he was sent to government chest and tb hospital.throat swab was taken there and his test has come out positive today.we have just been informed by dmho, to quarantine",0.804889
327548,Not similar,,"is the following really by nani palkhiwala?:
six fatal mistakes by free india

*nani palkhivala*

in an article published  in bhavan’s journal in 1997 *nani palkhivala* has enumerated six fatal mistakes in the past fifty years which have brought the country to this sorry state:

*first*, our greatest initial mistake was to start with adult franchise. no democracy has ever paid , all things considered, a heavier price from adult franchise than india. i am not aware of any great democracy which started as a  republic on the basis of adult franchise: all of them started with a more restricted system and","the betrayal of 1971:
1. as soon as the pakistani armed forces surrendered in the eastern front, mrs. indira gandhi alias maimuna begum unilaterally declared peace in the western front. and she withdrew all indian forces that were heroically fighting deep into the enemy territories. twice before pakistan fought wars against india and caused harm to the latter, but even though defeated, they were able to hold on to large territories in kashmir due to the extreme generousity of nehru at the cost of the country. the stronger advancing forces of india were never allowed to free the occupied territories.
2. a",0.804345
