PM ID,Match class,Notes,Lookup Sentence,Top Yielded Sentence,score
139997,Not similar,,"to bbc most respectfully, my name is murad madadali rayani. i am ismaili aga khani muslim. i live in karachi pakistan. here u.s.a and pakistan government and agencies people harassing and mentally torturing me and my family since 11 years for 24 hours with the help of technologies. u.s.a and pakistan government and agencies people fix voices in my ear and my family ear with the help of technology. u.s.a and pakistan government and agencies people are talking and doing commentary in my ear and my family ear for 24 hours since 11 years with the help of technology. u.s.a","hello everyone
i want to give my one kidney according to my family problem please help me
7618443847",43.069653
291704,Not similar,,"great culture of india 🇮🇳
first case of
hiv - congo
nipah - malaysia
ebola - south sudan
bird flu.- hongkong
dengue - manila
corona - china
mers - middle eastern countries

crores attend kumbh mela in india,
crores attend pushkaraalu in india,
crores attend medaram and other jaataras in india

one river and at the  sametime crores take bath.

not a single virus was born or spread. no cholera outbreak or typhoid or even e.coli epidemic.

that's india.
the cruelest eating habits of some of the countries should be stopped.
if you don't respect nature
nature will destroy you

it’s his grace
thousands prey together at sri harmandar sahib, gurudwaras& temples
even eat together at langar,

only","while everyone is busy debating on india-pakistan, 370-kashmir, hindu-muslim, caa, nrc, npr, etc,  we miss to notice what's happening to our country in & around !!!

recent data & situation of our country 👇👇

- vodafone is in loss of ₹50,000 crore.

- airtel is in loss of ₹23,000 crore.

- bsnl is in loss of ₹14,000 crore.

- mtnl is in loss of ₹755 crore.

- bpcl is in loss of ₹750 crore.

- sail is in loss of ₹286 crore.

- air india is in loss of ₹4600 crore.

- spice jet is in loss of ₹463 crore.

- indigo is in loss of ₹1062 crore.

-",42.989750
322301,Not similar,,"*information*


all honorable members of the group are informed that right now any post related to corona virus has been declared a punishable offense by the central government, only a government agency can post on corona.  in case of wrong post or message, action will be taken against the members of the entire group including the group administrator by registering a lawsuit under the it act, so keep in mind be safe!

 *ravi nayak*
 *principal secretary*
 *ministry of home affairs, government of india*

can u verify its authentication please",can one post news about corona on what's app personally or on what's app group,42.765396
214797,Not similar,,"good morning ,all indians = i am anil taak => today we celebrate death anniversary of kalpana chawla she was an american astronaut engineer and the first woman of indian descent to go to space and she first flew on space shuttle columbia in 1997 as a mission spacialist and primary robotic arm operator.in 2003 chawla was one of the seven crew members who died in the spacecraft disintegrated during its re-entry into the earth's atmosphere and kalpana chawla is regarded as a national hero in india .= thanks=>today 's my question =who was the first president of pakistan ?","namaste ,good morning all indians = i am anil taak => today we celebrate birth anniversary of mr. major somnath sharma was born on 31 january 1923 and he was the first recipient of the param vir chakra india 's highest military decoration .and today also birthday of indian actress mrs. preity zinta born 31 january 1975 she is an indian film actress and entrepreneur who was one of the most popular and highest paid actresses in the 2000s.= thanks =>today 's my question =what is the full form of pvc ?",42.042950
321829,Not similar,,"dear sir,

1.       you are hereby advised to start work in refinery from 30.03.20.
2.       please ensure social distancing of all workmen during their movement from colony to site and at site.
3.       hmel to provide full support through district administration/police for smooth entry of workmen and staff.
4.       hmel shall give hygiene allowance to all workmen during lockdown period or as decided by hmel
5.       hmel through district admin shall facilitate availability of vegetables and grocery on market rates
6.       subsidised food (  breakfast  rs 5/- and lunch rs 5/- per head in sarvajanik canteen and free tea & mathi at site for","karnataka cm press meet highlights.
1. entire state lockdown
2. not more than 4 members including within family should not gather.
3. one family member per household will be allowed to step out to buy daily needs.
4. for daily waged labor (white ration card) will be provided free with 1 month required rice, 12kg per individual. through fair price shops.
5. along with rice rs.1500, cash will be provided per family.
6. except for essential services all government departments should work from home. and only 20% should work basis roaster.
7. all education departments, schools will be closed till 31st.
8. building construction workers and contract workers,",41.697636
338643,Not similar,,"pure anecdotal covid 19 evidence
as you might all be aware, i currently administer some 56 orthopaedic whatsapp groups and am a member of a dozen more. and since the china virus - covid 19 - corona issue began, the academic groups have been bombarded with messages galore!
about two weeks back, during casual personal chats my close friend dr diwaker from lalitpur mentioned about the possibility of injectable ivermectin in the patients who were really sick and were in pre intubation stage! exactly a week later came an australian paper with similar ideas!
*great minds think alike* i thought, and saved the","story from covid-19 patient from seattle:  i want everyone to read carefully and follow the instructions. i have got this information from my friend dr. mahender reddy, cardiologists.

story from a covid-19 patient in seattle :

i had covid-19 and here is my story.  i made this post public out of several requests from my friends who asked me to share.  i hope it gives you some good information and peace of mind!

first how easily you can get it. i believe i caught it when attending a small house party at which no one was coughing, sneezing or otherwise",41.693960
361920,Not similar,,"ugandan president’s address to his nation.
a wisdom to share✨

uganda president kaguta museveni warns against people misbehaving during this covid-19 period, ""god has a lot of work, he has the whole world to look after. he cannot just be here in uganda looking after idiots..."". below is his reported statement.

""in a war situation, nobody asks anyone to stay indoors. you stay indoors by choice. in fact, if you have a basement, you hide there for as long as hostilities persist. during a war, you don't insist on your freedom. you willingly give it up in exchange for survival. during a","best way to keep healthy mind:
don't read /send msg, news on coronavirus.

just stay back home for next 2-3 weeks and spend quality time by engaging in all your favourite indoor activities for which you could not find time all these years!!


after 3 weeks when you look at the news channels, you will find world will be in a better position to live💐💐💐💐😃",41.679840
317663,Not similar,,any update on this?,kindly meri paresani dur kare mai tuition karta hu 13 march se mera tuition band hai mai purn tah lock down follow kar raha hum 4parivar hai hum 2 hamare 2 mera rashan kare nahi banayein hai mera kya hoga  kya mughe bhukh nahi lagegi mere bachhe ka pet sada ke liye  bhara rahega  kya mai bhukh marine se nahi mark ga aaj ke date me mere past praise nahi hai  mai kya karu kal  dukan gaya koi bhi rashan udhar nahi diya kripya meri post ko padh kar pares ani during kare ise news,3.463065
132263,Not similar,,when jio 3 will be launched,when will be your opinion poll of haryana and maharashtra vidhansabha elections will be declare?,3.157250
166797,Not similar,,"is maggi safe for eat
is maggi veg or not","courtesy
jenifer pinto saxena ....

dear policewale bhaiya and parliament wale uncle aunty log,

thank you so much for issuing the 14 tip advisory for the women, about the precautions they should take to keep themselves safe from rapes.

how cute that, as usual, the onus of our safety is put straight on our shoulders.

its almost as if we are here to fend for ourselves while the parliamentarians and the police, whose salaries are incidentally paid by us, are more interested in preaching to us rather than protecting us.

since you are giving us, the citizens, guidelines on how to prevent",2.688147
137727,Not similar,,date of birth    01/05/2003,"sir main ropar punjab say
mera pin code hai 140001
sir mere firm hai preet automobiles ke naam say aur mera account yes  bank main hai a/c no. 014684600000082 sir mere account say hacker ne 17,50000 ki rtgs ke duwara payment nikal li date 14/10/2019 ko sir please mere help kijiye",2.406965
131577,Not similar,,because of indians ignoring independent india becoming depending india,test india today,1.862502
138260,Not similar,,this webpage is not available,Nothing found!,
210970,Not similar,,"mlb
nabar
8262826371",Nothing found!,
131463,Not similar,,kindly send aajtak news contact details,Nothing found!,
131457,Not similar,,very much if you could get results which is quick and highly referable,Nothing found!,
